Format Version,1.23,Take Name,Team4Aug1Flight3,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2025-08-01 01.01.09.403 PM,Total Frames in Take,36667,Total Exported Frames,36667,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
118,0.327778,0.012330,-0.078364,0.018186,-0.996683,-3.656512,2.138482,-3.012715
119,0.330556,0.017039,-0.076487,0.005799,-0.996908,-3.655754,2.137175,-3.013057
120,0.333333,0.016582,-0.077570,-0.005353,-0.996835,-3.655371,2.136402,-3.012794
121,0.336111,0.015890,-0.077555,-0.005376,-0.996847,-3.654948,2.136660,-3.012711
122,0.338889,0.002211,-0.078163,-0.004246,-0.996929,-3.654333,2.136055,-3.012010
123,0.341667,-0.003529,-0.079754,0.015812,-0.996683,-3.653771,2.136927,-3.011892
124,0.344444,0.002503,-0.077812,0.012420,-0.996888,-3.653370,2.136799,-3.012326
125,0.347222,0.004808,-0.076783,0.012062,-0.996963,-3.652666,2.136848,-3.012343
126,0.350000,0.012400,-0.076676,0.009726,-0.996932,-3.652217,2.138870,-3.012092
127,0.352778,0.008337,-0.077798,0.010938,-0.996874,-3.651627,2.138620,-3.012291
128,0.355556,0.011788,-0.078426,0.010141,-0.996799,-3.651056,2.138264,-3.011769
129,0.358333,0.012109,-0.077574,0.008371,-0.996878,-3.650696,2.138217,-3.011986
130,0.361111,0.011238,-0.078957,-0.004556,-0.996804,-3.650053,2.136950,-3.011419
131,0.363889,0.011285,-0.078826,-0.004971,-0.996812,-3.649631,2.136926,-3.011357
132,0.366667,0.003686,-0.079673,0.006986,-0.996790,-3.649029,2.137861,-3.011056
133,0.369444,0.003750,-0.077136,0.013912,-0.996917,-3.648483,2.137754,-3.011397
134,0.372222,0.013040,-0.076061,0.007930,-0.996986,-3.647965,2.138698,-3.011709
135,0.375000,0.013472,-0.076232,0.008396,-0.996964,-3.647474,2.138810,-3.011645
136,0.377778,0.010337,-0.078852,0.012816,-0.996750,-3.646931,2.139380,-3.011196
137,0.380556,0.011069,-0.078806,0.011118,-0.996767,-3.646460,2.139249,-3.011118
138,0.383333,0.009255,-0.079411,0.010299,-0.996746,-3.645904,2.139137,-3.010857
139,0.386111,0.007315,-0.079989,0.013699,-0.996675,-3.645582,2.139546,-3.010658
140,0.388889,0.011039,-0.078429,-0.005885,-0.996841,-3.644877,2.137390,-3.010646
141,0.391667,0.004090,-0.079613,0.006119,-0.996799,-3.644297,2.138548,-3.010367
142,0.394444,0.005363,-0.079125,0.005281,-0.996836,-3.643824,2.138941,-3.010415
143,0.397222,0.013337,-0.077268,-0.007374,-0.996894,-3.643200,2.137602,-3.010587
144,0.400000,0.001635,-0.078171,-0.000045,-0.996939,-3.642718,2.136833,-3.010108
145,0.402778,-0.000108,-0.078862,0.013734,-0.996791,-3.642201,2.138527,-3.009971
146,0.405556,0.007252,-0.079734,0.009787,-0.996742,-3.641751,2.139340,-3.010166
147,0.408333,0.007542,-0.079702,0.007814,-0.996760,-3.641230,2.139280,-3.010128
148,0.411111,0.006648,-0.079686,0.008756,-0.996759,-3.640813,2.139534,-3.010054
149,0.413889,-0.001556,-0.079393,0.013300,-0.996754,-3.640132,2.139006,-3.009542
150,0.416667,-0.000581,-0.078954,0.012133,-0.996804,-3.639625,2.138882,-3.009412
151,0.419444,-0.004756,-0.080036,0.008084,-0.996748,-3.639226,2.138550,-3.009122
152,0.422222,0.002047,-0.079939,0.008062,-0.996765,-3.638483,2.138900,-3.009099
153,0.425000,0.004294,-0.079989,0.003529,-0.996780,-3.638065,2.139113,-3.008759
154,0.427778,0.004144,-0.079994,0.003431,-0.996781,-3.637677,2.139122,-3.008658
155,0.430556,0.002527,-0.079264,0.014599,-0.996744,-3.636916,2.138847,-3.008615
156,0.433333,0.003758,-0.079154,0.011737,-0.996786,-3.636481,2.138639,-3.008543
157,0.436111,0.002715,-0.079296,0.010898,-0.996788,-3.636123,2.139179,-3.008593
158,0.438889,0.002179,-0.079366,0.010222,-0.996791,-3.635704,2.139197,-3.008492
159,0.441667,0.001652,-0.078536,0.011929,-0.996839,-3.635043,2.139311,-3.008238
160,0.444444,0.001912,-0.078659,0.012712,-0.996819,-3.634614,2.139494,-3.008172
161,0.447222,0.001398,-0.077889,0.015915,-0.996834,-3.634250,2.139604,-3.008161
162,0.450000,0.005592,-0.079742,0.007610,-0.996771,-3.633348,2.139408,-3.007865
163,0.452778,0.005613,-0.079740,0.007312,-0.996773,-3.632993,2.139359,-3.007742
164,0.455556,0.006127,-0.079959,0.005826,-0.996762,-3.632455,2.139267,-3.007632
165,0.458333,0.008548,-0.079640,0.009081,-0.996746,-3.631873,2.139876,-3.007674
166,0.461111,0.000094,-0.079879,0.014958,-0.996692,-3.631369,2.139495,-3.007329
167,0.463889,0.000309,-0.080112,0.013173,-0.996699,-3.630910,2.139431,-3.007156
168,0.466667,-0.000319,-0.079683,0.013116,-0.996734,-3.630324,2.139547,-3.006960
169,0.469444,0.000155,-0.079757,0.013453,-0.996724,-3.629907,2.139720,-3.006871
170,0.472222,0.008291,-0.079419,0.010106,-0.996756,-3.629495,2.140781,-3.007094
171,0.475000,0.007525,-0.079414,0.015894,-0.996687,-3.628869,2.140355,-3.006976
172,0.477778,0.001172,-0.078244,0.019726,-0.996738,-3.628383,2.139535,-3.006484
173,0.480556,-0.000318,-0.079246,0.012280,-0.996779,-3.627904,2.138776,-3.006001
174,0.483333,0.007236,-0.079800,0.006262,-0.996765,-3.627433,2.139747,-3.005900
175,0.486111,0.012212,-0.078848,0.005186,-0.996798,-3.627010,2.140485,-3.005920
176,0.488889,0.010930,-0.078792,0.006871,-0.996807,-3.626651,2.140923,-3.005850
177,0.491667,0.011092,-0.078278,0.007994,-0.996838,-3.626235,2.140870,-3.005700
178,0.494444,0.003373,-0.079502,0.012774,-0.996747,-3.625437,2.140434,-3.005435
179,0.497222,0.001594,-0.078920,0.013391,-0.996790,-3.625030,2.140563,-3.005175
180,0.500000,0.010836,-0.078259,0.008694,-0.996836,-3.624692,2.141488,-3.005251
181,0.502778,0.013292,-0.077578,0.008809,-0.996859,-3.624184,2.141333,-3.005194
182,0.505556,0.012361,-0.077828,0.010870,-0.996831,-3.623648,2.141347,-3.004991
183,0.508333,0.012032,-0.078115,0.011284,-0.996808,-3.623147,2.140936,-3.004677
184,0.511111,0.011503,-0.078593,0.011736,-0.996771,-3.622655,2.140928,-3.004536
185,0.513889,0.010314,-0.078570,0.011566,-0.996788,-3.622179,2.141286,-3.004463
186,0.516667,0.009769,-0.078693,0.011541,-0.996784,-3.621759,2.141341,-3.004341
187,0.519444,0.010566,-0.078470,0.011664,-0.996792,-3.621172,2.141194,-3.004068
188,0.522222,-0.001477,-0.079445,0.018819,-0.996661,-3.620510,2.140192,-3.003562
189,0.525000,-0.002544,-0.079146,0.018185,-0.996694,-3.620022,2.140476,-3.003407
190,0.527778,-0.002575,-0.079197,0.019080,-0.996673,-3.619593,2.140513,-3.003216
191,0.530556,-0.002306,-0.079015,0.021150,-0.996646,-3.619133,2.140362,-3.003097
192,0.533333,0.000579,-0.078596,0.018490,-0.996735,-3.618558,2.140044,-3.002827
193,0.536111,-0.001482,-0.078923,0.018163,-0.996714,-3.618247,2.140369,-3.002613
194,0.538889,0.000875,-0.078062,0.019327,-0.996761,-3.617915,2.140743,-3.002275
195,0.541667,-0.004937,-0.081576,0.017237,-0.996506,-3.617416,2.140398,-3.003361
196,0.544444,0.011394,-0.078670,0.007220,-0.996809,-3.616972,2.141999,-3.002300
197,0.547222,0.003343,-0.078684,0.015898,-0.996767,-3.616311,2.141060,-3.001891
198,0.550000,0.003867,-0.078686,0.015671,-0.996769,-3.615903,2.141159,-3.001732
199,0.552778,0.008533,-0.078896,0.012968,-0.996762,-3.615338,2.142118,-3.001789
200,0.555556,0.008650,-0.078757,0.013161,-0.996769,-3.614916,2.142413,-3.001623
201,0.558333,0.000393,-0.078902,0.016697,-0.996742,-3.614407,2.141541,-3.001079
202,0.561111,0.009524,-0.078596,0.011516,-0.996795,-3.613897,2.142055,-3.001114
203,0.563889,0.008678,-0.078472,0.013375,-0.996789,-3.613496,2.142280,-3.001049
204,0.566667,0.007858,-0.078549,0.013278,-0.996791,-3.613044,2.142351,-3.000910
205,0.569444,-0.001958,-0.079221,0.015885,-0.996729,-3.612418,2.141312,-3.000301
206,0.572222,-0.002475,-0.079868,0.017117,-0.996655,-3.612069,2.141601,-3.000018
207,0.575000,-0.001244,-0.079409,0.015983,-0.996713,-3.611544,2.141567,-2.999895
208,0.577778,-0.001775,-0.079527,0.016360,-0.996697,-3.611179,2.141707,-2.999696
209,0.580556,-0.002986,-0.079325,0.016900,-0.996701,-3.610660,2.141941,-2.999511
210,0.583333,-0.006094,-0.079629,0.012075,-0.996733,-3.610227,2.141409,-2.999054
211,0.586111,-0.003763,-0.079811,0.009425,-0.996758,-3.609762,2.141093,-2.998529
212,0.588889,-0.002541,-0.080754,0.008257,-0.996697,-3.609177,2.141434,-2.998198
213,0.591667,0.002191,-0.078955,0.014576,-0.996769,-3.608744,2.142215,-2.998372
214,0.594444,0.000994,-0.078715,0.016699,-0.996757,-3.608387,2.142513,-2.998292
215,0.597222,0.001401,-0.078862,0.016105,-0.996755,-3.607942,2.142556,-2.998181
216,0.600000,0.006997,-0.079966,0.013501,-0.996682,-3.607318,2.143155,-2.998275
217,0.602778,0.006921,-0.079718,0.014857,-0.996683,-3.606853,2.143311,-2.998023
218,0.605556,0.007007,-0.079406,0.016385,-0.996683,-3.606306,2.143291,-2.997808
219,0.608333,0.008265,-0.079308,0.012920,-0.996732,-3.605756,2.143233,-2.997460
220,0.611111,0.008621,-0.078754,0.014827,-0.996747,-3.605324,2.143178,-2.997200
221,0.613889,-0.003012,-0.079380,0.014277,-0.996738,-3.604852,2.141749,-2.996378
222,0.616667,-0.003753,-0.079604,0.016881,-0.996677,-3.604558,2.142004,-2.996155
223,0.619444,-0.003789,-0.078853,0.018357,-0.996710,-3.604024,2.142075,-2.995993
224,0.622222,-0.004065,-0.079151,0.020048,-0.996653,-3.603582,2.141963,-2.995842
225,0.625000,-0.003422,-0.080269,0.016459,-0.996632,-3.603100,2.142419,-2.995757
226,0.627778,-0.003969,-0.080691,0.015468,-0.996611,-3.602641,2.142732,-2.995483
227,0.630556,-0.000407,-0.079104,0.020901,-0.996647,-3.602195,2.143182,-2.995165
228,0.633333,-0.004065,-0.080666,0.018701,-0.996557,-3.601716,2.142473,-2.996037
229,0.636111,0.012965,-0.078307,0.009820,-0.996797,-3.601322,2.144389,-2.994960
230,0.638889,-0.003321,-0.080446,0.017624,-0.996598,-3.600869,2.142772,-2.995456
231,0.641667,0.002319,-0.078931,0.015033,-0.996764,-3.600403,2.143654,-2.994262
232,0.644444,0.007684,-0.079165,0.011969,-0.996760,-3.599933,2.144373,-2.994225
233,0.647222,0.003253,-0.079953,0.011528,-0.996727,-3.599452,2.143689,-2.993690
234,0.650000,0.008664,-0.078470,0.009754,-0.996831,-3.599130,2.143995,-2.993573
235,0.652778,0.006633,-0.078601,0.011545,-0.996817,-3.598566,2.143891,-2.993248
236,0.655556,0.006416,-0.078959,0.010727,-0.996800,-3.598078,2.143834,-2.993003
237,0.658333,-0.000612,-0.078679,0.020523,-0.996689,-3.597633,2.143902,-2.992627
238,0.661111,-0.001274,-0.079326,0.019134,-0.996664,-3.596994,2.144097,-2.992465
239,0.663889,0.008974,-0.078724,0.013548,-0.996764,-3.596606,2.144915,-2.992467
240,0.666667,0.002117,-0.079570,0.015622,-0.996705,-3.595955,2.143753,-2.991886
241,0.669444,0.002767,-0.079209,0.013531,-0.996762,-3.595676,2.143855,-2.991442
242,0.672222,0.006743,-0.079510,0.012325,-0.996735,-3.595201,2.144525,-2.991323
243,0.675000,0.002100,-0.078850,0.017406,-0.996732,-3.595004,2.144690,-2.990986
244,0.677778,0.002380,-0.078602,0.015943,-0.996776,-3.594621,2.144918,-2.990759
245,0.680556,0.008206,-0.078821,0.011632,-0.996787,-3.594077,2.145710,-2.990836
246,0.683333,0.002315,-0.078257,0.019667,-0.996737,-3.593570,2.145029,-2.990340
247,0.686111,0.002231,-0.078253,0.020182,-0.996727,-3.593163,2.145027,-2.990088
248,0.688889,-0.000735,-0.079207,0.018211,-0.996692,-3.592545,2.144910,-2.989791
249,0.691667,0.007175,-0.079591,0.014313,-0.996699,-3.592126,2.145810,-2.989782
250,0.694444,0.007893,-0.079387,0.017610,-0.996657,-3.591549,2.145657,-2.989331
251,0.697222,0.008292,-0.079055,0.016046,-0.996707,-3.591143,2.145618,-2.989151
252,0.700000,0.006818,-0.079751,0.013918,-0.996694,-3.590728,2.146025,-2.988958
253,0.702778,0.007046,-0.079675,0.013715,-0.996702,-3.590400,2.146145,-2.988617
254,0.705556,0.005877,-0.079306,0.017425,-0.996681,-3.590019,2.146103,-2.988261
255,0.708333,0.009516,-0.078357,0.014265,-0.996778,-3.589519,2.145794,-2.987731
256,0.711111,0.010196,-0.079056,0.013412,-0.996728,-3.589169,2.146419,-2.987529
257,0.713889,0.011015,-0.078191,0.010151,-0.996826,-3.588794,2.146799,-2.987280
258,0.716667,0.006419,-0.079404,0.007219,-0.996796,-3.588043,2.145903,-2.986694
259,0.719444,0.006313,-0.079510,0.006955,-0.996790,-3.587675,2.145983,-2.986487
260,0.722222,0.010882,-0.078391,0.013141,-0.996777,-3.587228,2.146935,-2.986571
261,0.725000,0.011031,-0.078149,0.016145,-0.996750,-3.586848,2.146780,-2.986269
262,0.727778,0.010406,-0.079247,0.013927,-0.996703,-3.586316,2.146665,-2.985855
263,0.730556,0.009252,-0.078480,0.018045,-0.996709,-3.585875,2.146813,-2.985628
264,0.733333,0.009380,-0.078733,0.016524,-0.996715,-3.585379,2.146787,-2.985317
265,0.736111,0.009813,-0.079034,0.017936,-0.996662,-3.585003,2.146982,-2.985092
266,0.738889,0.010369,-0.079365,0.015122,-0.996677,-3.584642,2.147287,-2.984944
267,0.741667,0.010396,-0.078663,0.014663,-0.996739,-3.584145,2.147472,-2.984541
268,0.744444,0.010434,-0.078678,0.012893,-0.996762,-3.583791,2.147511,-2.984128
269,0.747222,0.013326,-0.077376,0.014450,-0.996808,-3.583324,2.147678,-2.983855
270,0.750000,0.013970,-0.077567,0.010368,-0.996835,-3.582841,2.147954,-2.983409
271,0.752778,0.014065,-0.077557,0.010109,-0.996837,-3.582502,2.148069,-2.983191
272,0.755556,0.009651,-0.078842,0.012329,-0.996764,-3.581960,2.147945,-2.982891
273,0.758333,0.008532,-0.078678,0.014285,-0.996761,-3.581657,2.148191,-2.982718
274,0.761111,0.007850,-0.079262,0.014783,-0.996713,-3.581195,2.148141,-2.982451
275,0.763889,-0.000067,-0.080264,0.011408,-0.996708,-3.580634,2.147020,-2.981580
276,0.766667,0.003079,-0.079640,0.015201,-0.996703,-3.580170,2.147796,-2.981518
277,0.769444,0.002609,-0.080220,0.014587,-0.996667,-3.579775,2.147772,-2.981227
278,0.772222,0.003195,-0.079821,0.018473,-0.996633,-3.579319,2.147533,-2.980932
279,0.775000,0.002723,-0.079611,0.014279,-0.996720,-3.578997,2.147984,-2.980626
280,0.777778,0.010755,-0.079225,0.007292,-0.996772,-3.578562,2.148859,-2.980606
281,0.780556,0.013334,-0.078375,0.006787,-0.996812,-3.578046,2.148696,-2.980159
282,0.783333,0.006150,-0.078103,0.011983,-0.996854,-3.577675,2.148245,-2.979511
283,0.786111,0.006903,-0.078209,0.012247,-0.996838,-3.577358,2.148376,-2.979281
284,0.788889,0.002214,-0.079821,0.008874,-0.996767,-3.576834,2.147887,-2.978853
285,0.791667,0.003965,-0.078913,0.010131,-0.996822,-3.576329,2.147560,-2.978585
286,0.794444,0.010360,-0.079117,0.016272,-0.996679,-3.575923,2.149054,-2.978784
287,0.797222,0.015425,-0.077593,0.014436,-0.996761,-3.575646,2.149569,-2.978445
288,0.800000,0.016441,-0.077359,0.013986,-0.996770,-3.575140,2.149584,-2.978206
289,0.802778,0.015861,-0.078998,0.011684,-0.996680,-3.574615,2.149450,-2.977732
