Format Version,1.23,Take Name,Team4Aug1Flight4,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2025-08-01 01.04.35.176 PM,Total Frames in Take,14482,Total Exported Frames,14482,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
120,0.333333,0.009750,0.096163,0.023959,-0.995029,-3.758070,1.972604,-2.617656
121,0.336111,0.013830,0.096208,0.024579,-0.994962,-3.758303,1.972090,-2.617743
122,0.338889,0.013076,0.098219,0.023130,-0.994810,-3.758383,1.971712,-2.618342
123,0.341667,0.013658,0.096254,0.025340,-0.994941,-3.758688,1.971941,-2.617848
124,0.344444,0.012070,0.097419,0.022988,-0.994905,-3.758814,1.971472,-2.618362
125,0.347222,0.011769,0.097425,0.023804,-0.994889,-3.759016,1.971483,-2.618442
126,0.350000,0.012758,0.097509,0.026294,-0.994806,-3.759201,1.971033,-2.618482
127,0.352778,0.010419,0.096614,0.021020,-0.995045,-3.759507,1.970792,-2.618596
128,0.355556,0.010970,0.096814,0.023156,-0.994973,-3.759685,1.970387,-2.618656
129,0.358333,0.009131,0.096274,0.019958,-0.995113,-3.760191,1.970863,-2.618844
130,0.361111,0.011307,0.094929,0.028165,-0.995021,-3.760539,1.971712,-2.618516
131,0.363889,0.006586,0.096010,0.024561,-0.995055,-3.760733,1.971136,-2.619005
132,0.366667,0.006662,0.099161,0.017914,-0.994888,-3.760919,1.971640,-2.618503
133,0.369444,0.011688,0.099092,0.012218,-0.994935,-3.761057,1.971199,-2.618322
134,0.372222,0.009250,0.098542,0.024007,-0.994800,-3.761465,1.972548,-2.618310
135,0.375000,0.009312,0.098396,0.024561,-0.994801,-3.761647,1.972448,-2.618401
136,0.377778,0.007264,0.099886,0.019353,-0.994784,-3.761779,1.971730,-2.618882
137,0.380556,0.008302,0.096023,0.027975,-0.994951,-3.762042,1.971328,-2.619857
138,0.383333,0.011487,0.093090,0.032513,-0.995061,-3.762261,1.971849,-2.619561
139,0.386111,0.013334,0.095582,0.027035,-0.994965,-3.762433,1.971488,-2.620287
140,0.388889,0.010481,0.094094,0.028540,-0.995099,-3.762794,1.971556,-2.620367
141,0.391667,0.010813,0.094065,0.028698,-0.995094,-3.762978,1.971455,-2.620448
142,0.394444,0.010189,0.093895,0.029401,-0.995096,-3.763143,1.971494,-2.620528
143,0.397222,0.010576,0.092689,0.024268,-0.995343,-3.763484,1.971625,-2.620646
144,0.400000,0.010739,0.092910,0.024740,-0.995309,-3.763662,1.971626,-2.620709
145,0.402778,0.010264,0.093659,0.029158,-0.995124,-3.764050,1.971137,-2.620690
146,0.405556,0.009650,0.095297,0.030186,-0.994944,-3.764369,1.970994,-2.620052
147,0.408333,0.009427,0.095444,0.028358,-0.994986,-3.764612,1.970498,-2.620077
148,0.411111,0.005055,0.095365,0.029969,-0.994978,-3.764830,1.970439,-2.620336
149,0.413889,0.004513,0.094932,0.032067,-0.994957,-3.765287,1.970643,-2.620461
150,0.416667,0.004502,0.093311,0.027292,-0.995253,-3.765469,1.970981,-2.620825
151,0.419444,0.005073,0.093417,0.027134,-0.995244,-3.765609,1.970876,-2.620882
152,0.422222,0.004315,0.093759,0.031251,-0.995095,-3.765823,1.970618,-2.620864
153,0.425000,0.002441,0.093840,0.033838,-0.995009,-3.766031,1.970739,-2.621049
154,0.427778,0.002754,0.093800,0.034809,-0.994978,-3.766265,1.970648,-2.621123
155,0.430556,-0.000642,0.093346,0.036730,-0.994956,-3.766454,1.970632,-2.621369
156,0.433333,-0.000565,0.093139,0.035191,-0.995031,-3.766603,1.970660,-2.621510
157,0.436111,0.001215,0.092106,0.042646,-0.994835,-3.767062,1.971501,-2.621190
158,0.438889,0.004236,0.093617,0.041394,-0.994738,-3.767222,1.971085,-2.621074
159,0.441667,0.004174,0.093719,0.043008,-0.994661,-3.767365,1.970922,-2.621125
160,0.444444,0.006063,0.093886,0.043611,-0.994609,-3.767572,1.970637,-2.621164
161,0.447222,0.005394,0.094643,0.043644,-0.994539,-3.767792,1.970488,-2.621373
162,0.450000,0.005037,0.095437,0.043301,-0.994481,-3.768001,1.970190,-2.621520
163,0.452778,0.006268,0.095493,0.044266,-0.994426,-3.768300,1.970414,-2.621500
164,0.455556,0.003491,0.095335,0.045276,-0.994409,-3.768444,1.970026,-2.621887
165,0.458333,0.005352,0.095837,0.045127,-0.994359,-3.768676,1.970172,-2.621803
166,0.461111,0.005409,0.095314,0.044120,-0.994454,-3.768770,1.969825,-2.621914
167,0.463889,0.007368,0.095602,0.043451,-0.994444,-3.768991,1.969887,-2.621828
168,0.466667,0.005097,0.095231,0.048687,-0.994251,-3.769202,1.969318,-2.622140
169,0.469444,0.004072,0.095846,0.047073,-0.994274,-3.769331,1.968984,-2.622405
170,0.472222,0.003612,0.095458,0.044309,-0.994440,-3.769581,1.969368,-2.622547
171,0.475000,0.003661,0.095575,0.044005,-0.994442,-3.769830,1.969283,-2.622634
172,0.477778,0.004466,0.095786,0.043929,-0.994422,-3.770082,1.969349,-2.622665
173,0.480556,0.003225,0.094260,0.042980,-0.994614,-3.770380,1.969439,-2.623034
174,0.483333,0.001982,0.093935,0.045146,-0.994552,-3.770589,1.969630,-2.623041
175,0.486111,0.003422,0.094502,0.044993,-0.994502,-3.770838,1.969729,-2.622872
176,0.488889,0.003215,0.094528,0.045391,-0.994482,-3.770998,1.969710,-2.622936
177,0.491667,0.002751,0.094489,0.044834,-0.994512,-3.771138,1.969562,-2.623004
178,0.494444,0.002813,0.094418,0.045168,-0.994503,-3.771275,1.969528,-2.623029
179,0.497222,0.003997,0.094029,0.048767,-0.994366,-3.771585,1.969970,-2.622859
180,0.500000,0.004679,0.093809,0.049509,-0.994347,-3.771817,1.969795,-2.622911
181,0.502778,0.004873,0.093699,0.049844,-0.994340,-3.771949,1.969797,-2.622968
182,0.505556,0.002561,0.093198,0.050937,-0.994340,-3.772048,1.969540,-2.623197
183,0.508333,0.002520,0.093147,0.050947,-0.994345,-3.772182,1.969507,-2.623224
184,0.511111,0.002075,0.093143,0.051451,-0.994320,-3.772307,1.969476,-2.623247
185,0.513889,-0.000308,0.093698,0.046142,-0.994531,-3.772322,1.968747,-2.623535
186,0.516667,0.001971,0.094087,0.052938,-0.994154,-3.772727,1.969281,-2.623058
187,0.519444,-0.000036,0.094937,0.047523,-0.994348,-3.772692,1.968522,-2.623370
188,0.522222,-0.000030,0.094750,0.047999,-0.994343,-3.772860,1.968555,-2.623384
189,0.525000,0.001180,0.094654,0.046202,-0.994437,-3.772959,1.968268,-2.623328
190,0.527778,0.001075,0.094612,0.046107,-0.994445,-3.773079,1.968293,-2.623381
191,0.530556,0.000949,0.094610,0.046330,-0.994435,-3.773210,1.968210,-2.623432
192,0.533333,0.000677,0.094512,0.047108,-0.994408,-3.773336,1.968208,-2.623471
193,0.536111,-0.002308,0.093773,0.046592,-0.994500,-3.773540,1.968538,-2.623632
194,0.538889,-0.003364,0.093946,0.046891,-0.994467,-3.773706,1.968442,-2.623724
195,0.541667,-0.003472,0.093959,0.047272,-0.994447,-3.773823,1.968417,-2.623755
196,0.544444,-0.003681,0.092769,0.047173,-0.994563,-3.773933,1.968440,-2.624010
197,0.547222,-0.004374,0.093359,0.047638,-0.994483,-3.774214,1.968490,-2.624145
198,0.550000,-0.004195,0.093366,0.047732,-0.994478,-3.774337,1.968480,-2.624120
199,0.552778,-0.001102,0.091910,0.054502,-0.994274,-3.774503,1.969392,-2.623774
200,0.555556,0.001209,0.092710,0.054348,-0.994208,-3.774689,1.969608,-2.623580
201,0.558333,-0.001707,0.094219,0.046478,-0.994465,-3.774831,1.968568,-2.624057
202,0.561111,-0.001302,0.094172,0.047281,-0.994432,-3.774959,1.968301,-2.624076
203,0.563889,-0.001700,0.095108,0.048187,-0.994299,-3.775136,1.968312,-2.623871
204,0.566667,-0.002221,0.095171,0.048720,-0.994266,-3.775249,1.968313,-2.623933
205,0.569444,-0.002870,0.094991,0.051100,-0.994162,-3.775404,1.968498,-2.623962
206,0.572222,-0.003780,0.095419,0.050867,-0.994130,-3.775423,1.968452,-2.624047
207,0.575000,-0.005091,0.095017,0.052528,-0.994076,-3.775575,1.968587,-2.624039
208,0.577778,-0.004895,0.095077,0.052318,-0.994082,-3.775731,1.968521,-2.624048
209,0.580556,-0.005615,0.093785,0.050876,-0.994276,-3.775758,1.968670,-2.624329
210,0.583333,-0.004622,0.093931,0.051714,-0.994224,-3.775807,1.968758,-2.624349
211,0.586111,-0.003875,0.095290,0.054182,-0.993966,-3.775981,1.969071,-2.624594
212,0.588889,-0.003929,0.095426,0.054303,-0.993947,-3.776058,1.969005,-2.624646
213,0.591667,-0.001852,0.095897,0.055277,-0.993854,-3.776088,1.968824,-2.624584
214,0.594444,-0.003318,0.096680,0.056653,-0.993696,-3.776266,1.968810,-2.624440
215,0.597222,-0.001546,0.093867,0.060458,-0.993746,-3.776451,1.969147,-2.623767
216,0.600000,-0.003330,0.093383,0.060880,-0.993762,-3.776437,1.968911,-2.623896
217,0.602778,-0.003534,0.094502,0.059670,-0.993729,-3.776512,1.968582,-2.623946
218,0.605556,-0.005648,0.095056,0.055939,-0.993883,-3.776553,1.968191,-2.624348
219,0.608333,-0.006681,0.094123,0.056342,-0.993943,-3.776638,1.968267,-2.624236
220,0.611111,-0.006159,0.095700,0.056795,-0.993770,-3.776573,1.968218,-2.624422
221,0.613889,-0.006264,0.094967,0.055622,-0.993906,-3.776699,1.968086,-2.624148
222,0.616667,-0.006470,0.095068,0.055803,-0.993884,-3.776731,1.968055,-2.624152
223,0.619444,-0.006208,0.095111,0.056191,-0.993860,-3.776746,1.968011,-2.624166
224,0.622222,-0.006250,0.095137,0.056404,-0.993845,-3.776791,1.967903,-2.624196
225,0.625000,-0.006477,0.094934,0.056445,-0.993861,-3.776806,1.967982,-2.624144
226,0.627778,-0.006371,0.095010,0.055950,-0.993882,-3.776834,1.967863,-2.624132
227,0.630556,-0.006181,0.095066,0.055930,-0.993879,-3.776866,1.967854,-2.624112
228,0.633333,-0.009862,0.092386,0.060911,-0.993810,-3.776948,1.967945,-2.623725
229,0.636111,-0.011900,0.094382,0.056252,-0.993874,-3.776818,1.967040,-2.624100
230,0.638889,-0.005813,0.094343,0.051817,-0.994173,-3.776754,1.967333,-2.623803
231,0.641667,-0.011123,0.094246,0.055994,-0.993911,-3.776856,1.967136,-2.623972
232,0.644444,-0.007250,0.094318,0.054202,-0.994039,-3.776802,1.967290,-2.624011
233,0.647222,-0.007844,0.094006,0.052592,-0.994151,-3.776819,1.967024,-2.623884
234,0.650000,-0.007141,0.093362,0.049884,-0.994356,-3.776810,1.966883,-2.623830
235,0.652778,-0.011950,0.093329,0.052072,-0.994201,-3.776687,1.966244,-2.623764
236,0.655556,-0.006711,0.093867,0.050181,-0.994297,-3.776756,1.966760,-2.623718
237,0.658333,-0.006945,0.093291,0.050237,-0.994347,-3.776860,1.966734,-2.623738
238,0.661111,-0.006258,0.093916,0.050078,-0.994300,-3.776767,1.966554,-2.623631
239,0.663889,-0.005621,0.094825,0.052948,-0.994069,-3.776965,1.966922,-2.623703
240,0.666667,-0.006351,0.094038,0.050258,-0.994279,-3.776736,1.966445,-2.623572
241,0.669444,-0.006423,0.093927,0.050358,-0.994284,-3.776749,1.966431,-2.623562
242,0.672222,-0.006307,0.093925,0.050495,-0.994278,-3.776737,1.966365,-2.623518
243,0.675000,-0.006904,0.093502,0.049719,-0.994353,-3.776793,1.966420,-2.623522
244,0.677778,-0.007346,0.093522,0.049605,-0.994354,-3.776707,1.966406,-2.623491
245,0.680556,-0.007185,0.093593,0.049501,-0.994353,-3.776680,1.966372,-2.623452
246,0.683333,-0.008373,0.093988,0.051383,-0.994211,-3.776485,1.965513,-2.623201
247,0.686111,-0.008581,0.093815,0.051569,-0.994216,-3.776470,1.965495,-2.623130
248,0.688889,-0.007967,0.094354,0.052694,-0.994111,-3.776550,1.965623,-2.623029
249,0.691667,-0.006157,0.093556,0.058342,-0.993884,-3.776627,1.966319,-2.622655
250,0.694444,-0.006996,0.095237,0.055632,-0.993874,-3.776515,1.965771,-2.623021
251,0.697222,0.005572,0.097859,0.048790,-0.993988,-3.776443,1.967641,-2.622376
252,0.700000,-0.005302,0.097006,0.051701,-0.993926,-3.776388,1.966614,-2.621901
253,0.702778,-0.005433,0.096991,0.051757,-0.993924,-3.776335,1.966628,-2.621819
254,0.705556,-0.007045,0.098214,0.047638,-0.994000,-3.776256,1.966121,-2.622058
255,0.708333,0.005312,0.093824,0.054812,-0.994065,-3.776227,1.966912,-2.622841
256,0.711111,-0.007688,0.098037,0.045749,-0.994101,-3.776027,1.965635,-2.622003
257,0.713889,-0.007864,0.098014,0.045060,-0.994133,-3.775981,1.965617,-2.621935
258,0.716667,-0.008322,0.093872,0.051669,-0.994208,-3.775906,1.964988,-2.622556
259,0.719444,-0.008189,0.093852,0.051413,-0.994224,-3.775846,1.964942,-2.622455
260,0.722222,-0.005526,0.093866,0.059141,-0.993811,-3.775861,1.965577,-2.621926
261,0.725000,-0.008284,0.094830,0.052556,-0.994071,-3.775678,1.964703,-2.622171
262,0.727778,-0.005004,0.096532,0.056292,-0.993724,-3.775665,1.964965,-2.622263
263,0.730556,-0.005918,0.095270,0.051664,-0.994092,-3.775570,1.964853,-2.622010
264,0.733333,-0.005938,0.095404,0.051643,-0.994080,-3.775523,1.964761,-2.621939
265,0.736111,-0.006347,0.095028,0.051009,-0.994147,-3.775373,1.964682,-2.621896
266,0.738889,-0.005982,0.096412,0.054766,-0.993816,-3.775318,1.965152,-2.622038
267,0.741667,-0.006402,0.096287,0.054550,-0.993837,-3.775192,1.965170,-2.622000
268,0.744444,-0.007837,0.095169,0.050820,-0.994132,-3.775047,1.964634,-2.621753
269,0.747222,-0.005738,0.096382,0.054329,-0.993844,-3.774977,1.965071,-2.621903
270,0.750000,-0.008124,0.093742,0.048939,-0.994360,-3.774792,1.964409,-2.621788
271,0.752778,-0.006725,0.094807,0.051270,-0.994152,-3.774494,1.964581,-2.622125
272,0.755556,-0.007508,0.093729,0.047898,-0.994417,-3.774301,1.964081,-2.621710
273,0.758333,-0.004391,0.094715,0.048111,-0.994332,-3.774094,1.964128,-2.621529
274,0.761111,-0.004681,0.094978,0.047194,-0.994349,-3.773975,1.963935,-2.621399
275,0.763889,-0.004248,0.095059,0.046366,-0.994382,-3.773836,1.963807,-2.621261
276,0.766667,-0.004820,0.095089,0.047101,-0.994342,-3.773704,1.963846,-2.621157
277,0.769444,-0.004851,0.095202,0.047004,-0.994336,-3.773572,1.963790,-2.621082
278,0.772222,-0.004458,0.095288,0.046692,-0.994344,-3.773444,1.963660,-2.621016
279,0.775000,-0.002178,0.094622,0.051661,-0.994170,-3.773427,1.964101,-2.620675
280,0.777778,-0.000419,0.094429,0.049043,-0.994323,-3.773286,1.963828,-2.620480
281,0.780556,-0.001952,0.095173,0.044667,-0.994456,-3.773047,1.963176,-2.620598
282,0.783333,-0.001983,0.095171,0.044305,-0.994473,-3.772910,1.963182,-2.620522
283,0.786111,-0.001329,0.095250,0.045043,-0.994433,-3.772811,1.963053,-2.620396
284,0.788889,0.000969,0.096171,0.045438,-0.994327,-3.772591,1.962611,-2.620163
285,0.791667,0.003918,0.094580,0.050991,-0.994203,-3.772498,1.963336,-2.619624
286,0.794444,0.004559,0.095033,0.043777,-0.994501,-3.772006,1.962660,-2.619636
287,0.797222,0.006904,0.095087,0.044144,-0.994466,-3.771624,1.962662,-2.619889
288,0.800000,0.007017,0.094415,0.043146,-0.994573,-3.771469,1.962609,-2.619909
289,0.802778,0.006827,0.094428,0.043334,-0.994565,-3.771315,1.962528,-2.619797
290,0.805556,0.009566,0.094362,0.042614,-0.994579,-3.771231,1.962452,-2.619642
291,0.808333,0.006608,0.094228,0.042419,-0.994625,-3.771002,1.962383,-2.619580
292,0.811111,0.006984,0.094392,0.041799,-0.994633,-3.770892,1.962316,-2.619440
293,0.813889,0.007874,0.095130,0.046325,-0.994355,-3.770725,1.962854,-2.619499
